LoreTextID,CampaignID,ConditionID,Flags,Order,ParentID
3,111,0,0,0,0
4,111,77932,0,1,0
5,111,77931,0,2,0
6,111,77933,0,3,0
7,111,77933,0,4,0
8,111,77935,0,5,0
9,111,77936,0,6,0
10,111,77937,0,7,0
11,111,77938,0,8,0
12,111,77939,0,9,0
13,111,77940,0,10,0
14,111,77941,0,11,0
15,111,77942,0,12,0
16,111,77943,0,13,0
17,111,77944,0,14,0
18,111,77945,0,15,0
19,111,77946,0,16,0
20,111,77947,0,17,0
21,111,77948,0,18,0
22,111,77949,0,19,0
23,111,77950,0,20,0
111,0,0,0,0,0
112,114,80355,0,0,0
113,114,80356,0,1,0
114,114,80357,0,2,0
115,114,80358,0,4,0
116,114,80359,0,5,0
117,114,80360,0,7,0
118,114,80360,0,8,0
119,114,80359,0,6,0
120,114,80357,0,3,0
121,119,86190,0,0,0
122,114,81480,0,9,0
123,113,81494,0,0,0
124,113,81495,0,1,0
125,113,88880,0,2,0
126,113,81629,0,3,0
127,113,81633,0,4,0
128,113,81631,0,5,0
129,113,81637,0,6,0
130,113,81635,0,7,0
131,113,81649,0,8,0
132,113,81669,0,9,0
133,113,81670,0,10,0
134,113,81681,0,11,0
135,113,81682,0,12,0
136,113,81684,0,13,0
137,113,81741,0,14,0
138,113,81746,0,15,0
139,113,81895,0,16,0
140,113,81896,0,17,0
141,113,81897,0,18,0
142,113,81928,0,19,0
143,113,81929,0,20,0
144,113,81932,0,21,0
145,113,81935,0,22,0
146,113,81933,0,23,0
147,113,81936,0,24,0
148,113,81937,0,25,0
149,113,82100,0,26,0
150,113,82132,0,27,0
151,113,82133,0,28,0
152,113,82135,0,29,0
153,113,82134,0,30,0
154,113,82161,0,31,0
155,113,82162,0,32,0
156,113,82163,0,33,0
158,118,0,0,0,0
159,118,85945,0,1,0
160,118,85946,0,2,0
161,118,85946,0,3,0
162,118,85947,0,4,0
163,118,85948,0,5,0
164,118,85949,0,6,0
165,118,85949,0,7,0
166,118,85950,0,8,0
167,118,85951,0,9,0
168,118,85952,0,10,0
169,118,85953,0,11,0
170,118,85954,0,12,0
171,118,85954,0,13,0
172,118,85955,0,14,0
173,118,85956,0,15,0
174,118,85957,0,16,0
175,118,85958,0,17,0
176,118,85959,0,18,0
177,118,85960,0,19,0
178,118,85961,0,20,0
179,118,85962,0,21,0
180,118,85963,0,22,0
181,118,85963,0,23,0
182,115,86034,0,0,0
183,115,86040,0,1,0
184,115,88880,0,2,0
185,115,86043,0,3,0
186,115,86046,0,4,0
187,115,86047,0,5,0
188,115,86048,0,6,0
189,115,86049,0,7,0
190,115,86050,0,8,0
191,115,86051,0,9,0
192,115,86052,0,10,0
193,115,86054,0,11,0
194,115,86055,0,12,0
195,115,86056,0,13,0
196,115,86057,0,14,0
197,115,86058,0,15,0
198,2,86162,0,0,0
199,2,86163,0,1,0
200,2,86164,0,2,0
201,2,86166,0,3,0
202,2,86167,0,4,0
203,2,86168,0,5,0
204,2,86169,0,6,0
205,2,86172,0,7,0
206,2,86173,0,8,0
207,2,86174,0,9,0
208,2,86175,0,10,0
209,2,86178,0,11,0
210,124,84973,0,0,0
211,124,84974,0,1,0
212,124,84976,0,2,0
213,124,84977,0,3,0
214,124,84978,0,4,0
215,124,84979,0,5,0
216,124,84980,0,6,0
217,124,84981,0,7,0
219,2,86179,0,12,0
220,2,86182,0,13,0
221,2,86185,0,14,0
222,2,86183,0,15,0
223,2,86189,0,16,0
224,2,86193,0,17,0
225,119,88880,0,1,0
226,119,86191,0,2,0
227,119,86192,0,3,0
228,119,86194,0,4,0
229,119,86195,0,5,0
230,119,86196,0,6,0
231,119,86197,0,7,0
232,2,86204,0,18,0
233,2,86205,0,19,0
234,2,86206,0,20,0
236,2,86207,0,21,0
237,2,86209,0,22,0
238,2,86218,0,23,0
239,2,86219,0,24,0
240,2,86220,0,25,0
241,2,86266,0,26,0
242,1,86228,0,0,0
243,1,86231,0,1,0
244,1,86232,0,2,0
245,1,86233,0,3,0
246,1,86234,0,4,0
247,1,86235,0,5,0
248,1,86236,0,6,0
249,1,86237,0,7,0
250,1,86248,0,8,0
251,1,86249,0,9,0
252,1,86250,0,10,0
253,1,86251,0,11,0
254,1,86252,0,12,0
255,1,86253,0,13,0
256,1,86254,0,14,0
257,1,86255,0,15,0
258,1,86256,0,16,0
259,1,86257,0,17,0
260,1,86258,0,18,0
261,1,86260,0,19,0
262,1,86261,0,20,0
263,1,86262,0,21,0
264,1,86263,0,22,0
265,1,86264,0,23,0
266,1,86265,0,24,0
267,2,86278,0,27,0
268,2,86280,0,28,0
269,2,86281,0,29,0
270,117,86286,0,0,0
271,117,86267,0,1,0
272,117,88880,0,2,0
273,117,87715,0,3,0
274,117,87720,0,4,0
275,117,86268,0,5,0
276,117,86270,0,6,0
277,2,0,0,30,0
278,117,86271,0,7,0
279,2,86290,0,31,0
280,117,86272,0,8,0
281,2,86291,0,32,0
282,2,86292,0,33,0
283,2,86293,0,34,0
284,2,86294,0,35,0
285,2,86295,0,36,0
286,2,86297,0,37,0
287,2,86298,0,38,0
288,2,86299,0,39,0
289,2,86300,0,40,0
290,117,86273,0,9,0
291,2,86304,0,41,0
292,2,86305,0,42,0
293,2,86306,0,43,0
294,2,86307,0,44,0
295,2,86309,0,45,0
296,2,86310,0,46,0
297,2,86324,0,47,0
298,2,86325,0,48,0
299,2,86327,0,49,0
300,2,86328,0,50,0
301,2,86329,0,51,0
302,2,86330,0,52,0
303,2,86331,0,53,0
304,2,86334,0,54,0
305,2,86335,0,55,0
306,2,86338,0,56,0
307,2,86353,0,57,0
308,2,86355,0,58,0
309,2,86356,0,59,0
310,125,86358,0,0,0
311,125,86359,0,1,0
312,125,86364,0,2,0
313,125,86374,0,3,0
314,125,86369,0,4,0
315,125,86370,0,5,0
316,125,86371,0,6,0
317,125,86380,0,7,0
318,125,86381,0,8,0
319,125,86382,0,9,0
320,125,86383,0,10,0
321,125,86384,0,11,0
326,117,86274,0,10,0
327,131,88641,0,0,0
328,131,88642,0,1,0
329,131,88643,0,2,0
330,131,88644,0,3,0
331,131,88645,0,4,0
332,119,86198,0,8,0
333,115,86060,0,16,0
334,117,86275,0,11,0
335,113,82164,0,34,0
336,113,92398,0,35,0
412,138,91640,0,0,0
413,138,91641,0,1,0
414,138,92773,0,2,0
415,138,92032,0,3,0
416,138,92025,0,4,0
417,138,92774,0,5,0
418,138,92774,0,6,0
419,138,92775,0,7,0
420,138,92775,0,8,0
421,138,92775,0,9,0
422,138,92775,0,10,0
423,138,92027,0,11,0
424,138,92028,0,12,0
425,138,91546,0,13,0
426,138,91583,0,14,0
427,138,91760,0,15,0
428,138,91754,0,16,0
429,138,91756,0,17,0
431,138,92090,0,18,0
432,138,92090,0,19,0
433,138,92090,0,20,0
434,138,91623,0,21,0
435,138,91623,0,22,0
436,138,91623,0,23,0
437,138,91623,0,24,0
438,158,95940,0,0,0
439,158,95941,0,1,0
440,158,95960,0,2,0
441,158,95961,0,3,0
442,158,95962,0,4,0
443,158,95963,0,5,0
444,158,95964,0,6,0
445,158,95965,0,7,0
446,158,95966,0,8,0
447,158,95967,0,9,0
448,158,95968,0,10,0
449,158,95970,0,11,0
450,158,95971,0,12,0
451,158,95972,0,13,0
452,158,95973,0,14,0
453,158,95974,0,15,0
454,158,95975,0,16,0
455,158,95976,0,17,0
456,158,95977,0,18,0
457,158,95978,0,19,0
458,158,95979,0,20,0
459,158,95980,0,21,0
460,158,95982,0,22,0
461,158,95983,0,23,0
462,158,5793,0,24,0
463,159,95579,0,0,0
464,159,100150,0,1,0
465,159,100151,0,2,0
466,159,100152,0,3,0
467,159,100153,0,4,0
468,159,100158,0,5,0
469,159,100159,0,6,0
470,159,100161,0,7,0
471,159,100163,0,8,0
472,159,100166,0,9,0
473,159,100169,0,10,0
474,159,100170,0,11,0
475,159,100172,0,12,0
476,159,100181,0,13,0
477,159,100182,0,14,0
478,159,100183,0,15,0
479,159,100185,0,16,0
480,159,100187,0,17,0
481,173,95579,0,0,0
482,173,100150,0,1,0
483,173,100151,0,2,0
484,173,100152,0,3,0
485,173,100153,0,4,0
486,173,100158,0,5,0
487,173,100159,0,6,0
488,173,100161,0,7,0
489,173,100163,0,8,0
490,173,100166,0,9,0
491,173,100169,0,10,0
492,173,100170,0,11,0
493,173,100172,0,12,0
494,173,100181,0,13,0
495,173,100182,0,14,0
496,173,100183,0,15,0
497,173,100188,0,16,0
498,173,100190,0,17,0
499,174,101435,0,0,0
500,166,101936,0,0,0
501,166,101942,0,1,0
502,166,101943,0,2,0
503,166,101944,0,3,0
504,189,101971,0,0,0
505,189,101974,0,1,0
506,189,101976,0,2,0
507,189,101983,0,3,0
508,189,101984,0,4,0
509,189,101985,0,5,0
510,189,101986,0,6,0
512,169,101994,0,0,0
513,169,101993,0,1,0
514,169,101995,0,2,0
515,169,101996,0,3,0
516,169,101997,0,4,0
517,169,101998,0,5,0
518,169,101999,0,6,0
519,169,102000,0,7,0
520,169,102001,0,8,0
521,169,102002,0,9,0
522,169,102003,0,10,0
523,169,102004,0,11,0
524,169,102005,0,12,0
525,169,102006,0,13,0
526,169,102007,0,14,0
527,165,102008,0,0,0
528,165,102009,0,1,0
529,165,102010,0,2,0
530,165,102011,0,3,0
531,165,102013,0,4,0
532,165,102014,0,5,0
533,165,102015,0,6,0
534,165,102016,0,7,0
535,165,102017,0,8,0
536,165,102018,0,9,0
537,174,103354,0,1,0
538,174,103355,0,2,0
539,174,102743,0,3,0
540,197,103105,0,0,0
541,194,103125,0,0,0
542,194,103127,0,1,0
543,194,103128,0,2,0
544,194,103130,0,3,0
545,194,103131,0,4,0
546,194,103132,0,5,0
547,194,103133,0,6,0
548,194,103134,0,7,0
549,194,103135,0,8,0
550,194,103136,0,9,0
551,194,103138,0,10,0
552,174,103360,0,4,0
553,174,103364,0,5,0
554,174,103369,0,6,0
555,174,103370,0,7,0
556,174,103371,0,8,0
557,174,102747,0,9,0
558,174,103372,0,10,0
559,174,103374,0,11,0
560,174,103375,0,12,0
561,197,103356,0,1,0
562,197,103358,0,2,0
563,197,103359,0,3,0
564,197,103361,0,4,0
565,197,105296,0,5,0
566,197,103684,0,6,0
567,197,103686,0,7,0
568,197,103735,0,8,0
571,199,101987,0,0,0
585,201,101987,0,0,0
586,201,103125,0,1,0
587,201,103127,0,2,0
588,201,103128,0,3,0
589,201,103130,0,4,0
590,201,103131,0,5,0
591,201,103132,0,6,0
592,201,103133,0,7,0
593,201,103134,0,8,0
594,201,103135,0,9,0
595,201,103136,0,10,0
596,201,103138,0,11,0
597,201,103105,0,12,0
598,201,103356,0,13,0
599,201,103358,0,14,0
600,201,103359,0,15,0
601,201,103361,0,16,0
602,201,105296,0,17,0
603,201,103684,0,18,0
604,201,103686,0,19,0
605,201,103735,0,20,0
606,201,104947,0,21,0
607,201,104948,0,22,0
608,201,104949,0,23,0
612,203,106333,0,0,0
613,203,109442,0,1,0
614,203,109443,0,2,0
615,203,109444,0,3,0
616,203,109445,0,4,0
617,203,109446,0,5,0
618,203,109466,0,6,0
619,203,109467,0,7,0
620,203,109468,0,8,0
621,203,109425,0,9,0
622,203,109426,0,10,0
623,203,109427,0,11,0
624,203,109428,0,12,0
625,203,109429,0,13,0
626,203,109458,0,14,0
627,203,109459,0,15,0
628,203,109460,0,16,0
629,203,109461,0,17,0
630,203,109422,0,18,0
631,203,109469,0,19,0
632,203,109470,0,20,0
633,203,109483,0,21,0
634,203,109464,0,22,0
660,201,108832,0,24,0
661,201,108832,0,25,0
662,201,108833,0,26,0
713,215,49081,0,0,0
715,215,110539,0,1,0
738,216,49081,0,0,0
739,216,86231,0,1,0
740,216,86232,0,2,0
741,216,86233,0,3,0
742,216,86234,0,4,0
743,216,86235,0,5,0
744,216,86236,0,6,0
745,216,86237,0,7,0
746,216,86248,0,8,0
747,216,86249,0,9,0
748,216,86250,0,10,0
749,216,86251,0,11,0
750,216,86252,0,12,0
751,216,86253,0,13,0
752,216,86254,0,14,0
753,216,86255,0,15,0
754,216,86256,0,16,0
755,216,86257,0,17,0
756,216,86258,0,18,0
757,216,86260,0,19,0
758,216,86261,0,20,0
759,216,86262,0,21,0
760,216,86263,0,22,0
761,216,86264,0,23,0
762,216,86265,0,24,0
788,218,86228,0,0,0
789,218,86231,0,1,0
790,218,86232,0,2,0
791,218,86233,0,3,0
792,218,86234,0,4,0
793,218,86235,0,5,0
794,218,86236,0,6,0
795,218,86237,0,7,0
796,218,86248,0,8,0
797,218,86249,0,9,0
798,218,86250,0,10,0
799,218,86251,0,11,0
800,218,86252,0,12,0
801,218,86253,0,13,0
802,218,86254,0,14,0
803,218,86255,0,15,0
804,218,86256,0,16,0
805,218,86257,0,17,0
806,218,86258,0,18,0
807,218,86260,0,19,0
808,218,86261,0,20,0
809,218,86262,0,21,0
810,218,86263,0,22,0
811,218,86264,0,23,0
812,218,86265,0,24,0
813,219,86228,0,0,0
814,219,86231,0,1,0
815,219,86232,0,2,0
816,219,86233,0,3,0
817,219,86234,0,4,0
818,219,86235,0,5,0
819,219,86236,0,6,0
820,219,86237,0,7,0
821,219,86248,0,8,0
822,219,86249,0,9,0
823,219,86250,0,10,0
824,219,86251,0,11,0
825,219,86252,0,12,0
826,219,86253,0,13,0
827,219,86254,0,14,0
828,219,86255,0,15,0
829,219,86256,0,16,0
830,219,86257,0,17,0
831,219,86258,0,18,0
832,219,86260,0,19,0
833,219,86261,0,20,0
834,219,86262,0,21,0
835,219,86263,0,22,0
836,219,86264,0,23,0
837,219,86265,0,24,0
838,222,86228,0,0,0
839,222,86231,0,1,0
840,222,86232,0,2,0
841,222,86233,0,3,0
842,222,86234,0,4,0
843,222,86235,0,5,0
844,222,86236,0,6,0
845,222,86237,0,7,0
846,222,86248,0,8,0
847,222,86249,0,9,0
848,222,86250,0,10,0
849,222,86251,0,11,0
850,222,86252,0,12,0
851,222,86253,0,13,0
852,222,86254,0,14,0
853,222,86255,0,15,0
854,222,86256,0,16,0
855,222,86257,0,17,0
856,222,86258,0,18,0
857,222,86260,0,19,0
858,222,86261,0,20,0
859,222,86262,0,21,0
860,222,86263,0,22,0
861,222,86264,0,23,0
862,222,86265,0,24,0
888,225,86228,0,0,0
889,225,86231,0,1,0
890,225,86232,0,2,0
891,225,86233,0,3,0
892,225,86234,0,4,0
893,225,86235,0,5,0
894,225,86236,0,6,0
895,225,86237,0,7,0
896,225,86248,0,8,0
897,225,86249,0,9,0
898,225,86250,0,10,0
899,225,86251,0,11,0
900,225,86252,0,12,0
901,225,86253,0,13,0
902,225,86254,0,14,0
903,225,86255,0,15,0
904,225,86256,0,16,0
905,225,86257,0,17,0
906,225,86258,0,18,0
907,225,86260,0,19,0
908,225,86261,0,20,0
909,225,86262,0,21,0
910,225,86263,0,22,0
911,225,86264,0,23,0
912,225,86265,0,24,0
