ID,FirstSceneScriptID,NextSceneScriptID,Field_9_1_5_39977_002
4,0,0,28
7,0,1693,452
8,0,0,196
9,0,60866,36
10,0,0,17
11,0,0,69
12,0,0,2
13,0,0,85
14,0,0,94
16,0,0,15
18,0,0,18
25,0,0,17
30,0,0,15
33,0,0,26
35,0,0,23
39,0,0,70
40,0,0,12
41,0,10480,107
47,0,0,8
49,0,0,17
50,0,0,11
51,0,0,19
54,0,0,11
57,0,0,17
58,0,0,31
59,0,0,4
60,0,0,10
61,0,10388,22
62,0,0,4
67,0,0,14
68,0,0,19
69,0,0,17
70,0,0,34
71,0,0,7
72,0,0,6
73,0,0,10
74,0,0,13
75,0,0,9
76,0,0,8
77,0,0,6
78,0,0,10
80,0,0,14
81,0,0,5
82,0,0,7
92,0,1125,61
93,0,0,66
95,0,0,120
116,0,0,8
117,0,0,41
120,0,0,9
121,0,0,166
122,0,1306,86
123,0,0,3
124,0,0,3
125,0,0,8
126,0,0,3
127,0,0,3
128,0,0,3
129,0,0,1
130,0,0,1
131,0,0,2
132,0,0,2
133,0,0,1
149,0,0,10
150,0,0,130
151,0,0,36
152,0,0,175
153,0,0,53
154,0,1651,60
155,0,10794,20
156,0,0,26
189,0,0,25
191,0,0,35
192,0,0,24
193,0,0,8
194,0,0,22
195,0,0,14
196,0,0,31
197,0,0,5
198,0,0,5
199,0,0,5
200,0,0,16
201,0,0,18
202,0,0,7
203,0,0,9
205,0,0,17
206,0,0,24
207,0,0,20
208,0,0,36
209,0,0,14
210,0,0,18
211,0,0,8
212,0,0,8
213,0,0,8
214,0,0,7
215,0,0,11
216,0,0,10
217,0,0,11
218,0,0,9
219,0,0,9
220,0,0,4
221,0,0,4
222,0,0,4
223,0,0,4
225,0,0,8
226,0,0,22
228,0,0,8
229,0,0,7
230,0,0,7
231,0,0,7
232,0,0,14
233,0,0,41
234,0,0,2
235,0,0,2
236,0,0,5
237,0,0,7
238,0,0,2
239,0,0,2
240,0,0,2
241,0,0,2
242,0,0,4
243,0,0,4
244,0,0,10
245,0,0,9
248,0,0,6
249,0,0,8
250,0,0,5
251,0,972,4
252,0,0,7
253,0,0,29
254,0,0,16
255,0,0,13
256,0,0,10
257,0,0,7
258,0,0,35
259,0,0,13
276,0,277,12
277,276,278,12
278,276,0,12
281,0,0,36
282,0,0,18
283,0,0,32
284,0,0,1
285,0,0,4
286,0,0,1
287,0,0,2
288,0,0,1
289,0,0,1
290,0,0,23
292,0,0,45
293,0,0,5
294,0,0,3
295,0,0,7
296,0,0,6
297,0,0,4
298,0,0,5
299,0,0,12
300,0,0,6
301,0,0,4
302,0,0,4
303,0,0,2
304,0,0,4
305,0,0,3
306,0,0,3
307,0,0,32
308,0,0,41
309,0,0,17
310,0,0,9
311,0,0,28
312,0,0,5
313,0,0,9
314,0,0,8
315,0,0,7
316,0,0,10
317,0,0,7
318,0,0,9
319,0,0,17
320,0,0,14
349,0,0,25
351,0,0,24
352,0,0,24
353,0,0,41
354,0,0,11
355,0,0,10
356,0,0,10
357,0,0,9
358,0,0,22
359,0,0,2
360,0,0,8
361,0,0,6
362,0,0,7
363,0,0,6
364,0,0,20
365,0,0,10
366,0,0,10
367,0,0,14
368,0,0,8
369,0,0,6
370,0,0,6
371,0,0,7
372,0,0,15
373,0,0,20
374,0,0,16
375,0,0,14
376,0,0,16
377,0,0,12
378,0,0,14
379,0,0,14
380,0,0,13
381,0,0,9
382,0,0,5
383,0,0,5
386,0,0,7
387,0,0,2
388,0,0,10
538,0,0,26
539,0,0,28
540,0,0,2
541,0,0,2
542,0,545,13
543,0,546,8
544,0,0,12
545,542,0,10
546,543,0,7
548,0,0,15
550,0,0,7
556,0,1642,41
557,0,0,19
558,0,0,14
560,0,561,9
561,560,0,9
562,0,1317,59
563,0,0,2
564,0,0,13
565,0,777,20
566,0,0,4
567,0,0,3
568,0,614,109
570,0,0,4
571,0,0,5
572,0,0,2
573,0,0,3
574,0,575,44
575,574,0,44
576,0,0,14
577,0,0,22
578,0,0,9
579,0,0,21
580,0,0,30
581,0,0,155
582,0,0,4
583,0,0,21
584,0,0,59
585,0,0,28
586,0,0,24
587,0,0,10
588,0,0,16
589,0,0,54
590,0,0,20
592,0,0,8
593,0,594,135
594,593,0,135
595,0,0,3
596,0,0,71
597,0,0,57
598,0,0,12
600,0,643,57
602,0,0,53
603,0,0,5
604,0,0,8
605,0,0,3
606,0,0,2
607,0,0,2
608,0,0,2
609,0,0,2
610,0,0,20
611,0,0,4
613,0,0,15
614,568,0,91
620,0,0,6
621,0,0,38
623,0,1751,40
624,0,0,60
625,0,0,70
626,0,0,30
627,0,0,20
628,0,0,10
630,0,0,60
633,0,0,34
635,0,0,34
637,0,0,36
638,0,0,34
639,0,0,141
640,0,1312,139
641,0,0,2
642,0,971,74
643,600,0,20
645,0,0,77
646,0,0,43
648,0,0,52
649,0,0,44
650,0,0,30
651,0,0,17
652,0,0,22
653,0,0,29
654,0,0,66
655,0,0,35
660,0,0,9
665,0,0,7
670,0,0,8
675,0,0,5
681,0,0,3
682,0,0,26
683,0,0,14
684,0,685,224
685,684,0,139
686,0,0,27
691,0,0,40
692,0,0,18
693,0,9483,109
694,0,695,118
695,694,0,114
697,0,0,5
698,0,0,26
702,0,0,111
703,0,0,71
704,0,0,36
705,0,0,31
707,0,0,36
708,0,0,18
709,0,0,33
737,0,0,209
738,0,0,73
773,0,774,53
774,773,0,53
775,0,776,5
776,775,0,5
777,565,0,14
779,0,1754,36
780,0,0,28
782,0,0,11
783,0,0,33
784,0,0,1
785,0,0,3
786,0,0,29
787,0,0,15
788,0,0,41
789,0,0,37
790,0,0,17
791,0,0,13
792,0,0,9
793,0,0,33
794,0,0,2
801,0,0,12
802,0,0,2
803,0,0,6
804,0,1370,36
805,0,0,3
806,0,0,10
807,0,0,11
808,0,0,36
809,0,0,2
810,0,0,6
811,0,0,19
813,0,1641,47
814,0,0,37
816,0,0,23
817,0,0,10
818,0,0,14
819,0,0,4
820,0,0,20
821,0,0,8
822,0,0,4
823,0,0,4
824,0,0,3
825,0,0,4
826,0,0,3
827,0,0,2
828,0,0,5
829,0,0,2
830,0,0,59
831,0,0,3
832,0,0,10
833,0,0,4
834,0,0,2
835,0,0,8
836,0,0,4
837,0,0,4
838,0,0,7
839,0,0,4
840,0,0,6
841,0,0,7
842,0,0,7
843,0,0,7
844,0,0,2
845,0,0,2
846,0,1371,34
847,0,0,8
848,0,0,1
849,0,0,4
850,0,0,4
851,0,0,4
852,0,0,4
853,0,0,1
854,0,0,4
855,0,0,6
856,0,0,3
857,0,0,18
858,0,0,12
859,0,0,6
860,0,0,6
861,0,0,5
862,0,0,6
863,0,0,9
864,0,0,8
865,0,0,12
866,0,0,28
867,0,0,42
868,0,1753,41
869,0,0,17
870,0,0,15
871,0,0,8
872,0,0,7
873,0,0,7
874,0,0,13
875,0,0,22
876,0,0,1
877,0,0,13
878,0,0,7
879,0,0,6
881,0,0,29
882,0,0,11
883,0,0,8
884,0,0,2
885,0,0,3
886,0,0,3
887,0,0,3
888,0,0,4
889,0,0,5
890,0,0,4
891,0,0,2
892,0,0,2
893,0,0,8
894,0,0,1
895,0,0,9
896,0,0,47
897,0,0,21
898,0,0,9
899,0,0,18
900,0,0,21
901,0,0,8
902,0,0,28
903,0,0,5
904,0,0,5
905,0,0,2
906,0,0,3
907,0,0,7
908,0,0,5
910,0,0,35
911,0,0,5
912,0,0,11
913,0,0,16
914,0,0,14
915,0,1239,30
916,0,0,9
918,0,0,11
919,0,0,30
920,0,0,2
921,0,0,1
922,0,928,21
923,0,0,41
924,0,0,24
925,0,0,6
926,0,0,4
927,0,0,3
928,922,933,15
929,0,0,4
930,0,0,3
931,0,0,4
932,0,0,6
933,922,0,4
934,0,0,8
935,0,0,3
936,0,0,1
937,0,0,2
938,0,0,2
939,0,0,2
940,0,0,2
941,0,0,2
942,0,1636,51
943,0,0,39
944,0,0,3
945,0,0,17
946,0,0,9
947,0,0,5
949,0,0,7
950,0,0,4
951,0,0,3
952,0,0,9
953,0,0,9
954,0,0,5
955,0,968,94
956,0,0,4
957,0,0,3
958,0,0,3
959,0,0,3
961,0,0,32
962,0,0,7
963,0,0,6
964,0,0,4
965,0,0,4
966,0,0,2
967,0,1166,39
968,955,0,74
970,0,0,38
971,642,0,28
972,251,0,2
973,0,0,10
974,0,0,4
975,0,1755,40
976,0,0,26
977,0,0,20
978,0,0,15
979,0,0,7
980,0,0,8
981,0,0,8
982,0,0,8
983,0,0,34
984,0,0,4
985,0,0,3
986,0,0,4
987,0,0,5
988,0,0,101
989,0,0,58
990,0,0,14
991,0,0,47
992,0,0,11
993,0,0,9
994,0,0,10
995,0,0,24
996,0,0,6
997,0,0,1
998,0,0,7
999,0,0,18
1000,0,0,9
1001,0,1002,75
1002,1001,0,74
1003,0,0,2
1004,0,0,2
1005,0,1010,6
1006,0,1126,15
1007,0,0,1
1008,0,0,1
1009,0,1018,68
1010,1005,0,4
1011,0,0,9
1012,0,0,12
1013,0,0,6
1014,0,0,13
1015,0,0,4
1016,0,0,3
1017,0,0,3
1018,1009,0,50
1019,0,0,2
1020,0,0,3
1021,0,0,1
1022,0,0,1
1023,0,0,20
1024,0,0,28
1025,0,0,13
1026,0,0,74
1027,0,0,58
1028,0,0,7
1029,0,0,11
1030,0,0,97
1031,0,0,15
1032,0,0,18
1034,0,0,48
1035,0,0,23
1036,0,0,13
1037,0,0,48
1040,0,0,35
1041,0,0,7
1042,0,0,33
1044,0,0,26
1046,0,0,4
1047,0,0,21
1048,0,0,22
1049,0,0,30
1050,0,0,70
1051,0,0,22
1052,0,0,21
1053,0,0,2
1054,0,0,24
1055,0,0,8
1056,0,0,27
1059,0,1060,78
1060,1059,0,79
1061,0,0,13
1062,0,0,30
1063,0,0,10
1064,0,0,8
1065,0,0,34
1066,0,0,12
1072,0,0,52
1074,0,0,19
1075,0,0,28
1076,0,0,20
1077,0,0,13
1080,0,0,17
1081,0,0,15
1083,0,0,49
1084,0,0,46
1085,0,0,1
1086,0,0,1
1087,0,0,1
1088,0,0,5
1089,0,0,7
1090,0,0,16
1091,0,0,29
1092,0,0,4
1094,0,0,10
1098,0,0,1
1099,0,0,1
1100,0,0,1
1101,0,0,1
1102,0,0,1
1103,0,0,1
1104,0,0,1
1105,0,0,1
1106,0,0,1
1107,0,0,1
1108,0,0,1
1109,0,0,1
1110,0,0,1
1111,0,0,1
1112,0,0,1
1113,0,0,1
1114,0,0,1
1115,0,0,1
1116,0,0,1
1117,0,0,1
1118,0,0,1
1119,0,0,1
1120,0,0,1
1121,0,0,1
1122,0,0,1
1123,0,0,1
1124,0,0,1
1125,92,0,3
1126,1006,0,8
1127,0,0,14
1128,0,0,25
1129,0,0,6
1130,0,0,2
1131,0,0,16
1132,0,0,4
1134,0,0,3
1135,0,0,37
1136,0,0,34
1137,0,0,2
1138,0,0,2
1139,0,0,2
1140,0,0,2
1141,0,0,3
1147,0,0,1
1148,0,0,1
1149,0,0,1
1150,0,0,1
1151,0,0,1
1152,0,0,1
1153,0,0,1
1154,0,0,1
1155,0,0,1
1156,0,0,1
1157,0,0,1
1158,0,0,1
1159,0,0,1
1160,0,0,1
1161,0,0,1
1162,0,0,1
1163,0,0,1
1164,0,0,9
1165,0,0,37
1166,967,0,13
1168,0,0,12
1170,0,0,2
1171,0,0,2
1172,0,0,2
1173,0,0,6
1174,0,0,5
1175,0,0,4
1176,0,0,4
1177,0,0,1
1178,0,0,1
1179,0,0,2
1180,0,0,2
1181,0,0,1
1182,0,0,2
1183,0,0,4
1184,0,0,3
1185,0,0,3
1186,0,0,3
1187,0,0,3
1188,0,0,4
1189,0,0,58
1190,0,0,33
1191,0,1192,59
1192,1191,0,60
1193,0,9428,110
1194,0,1195,16
1195,1194,0,4
1196,0,0,2
1197,0,0,2
1198,0,1199,8
1199,1198,0,9
1200,0,0,7
1201,0,0,2
1202,0,0,1
1203,0,0,1
1204,0,1658,41
1206,0,1247,29
1208,0,1280,86
1209,0,0,68
1210,0,0,29
1211,0,0,26
1212,0,0,27
1213,0,0,24
1214,0,0,14
1215,0,0,15
1216,0,0,15
1217,0,0,90
1218,0,0,24
1219,0,0,35
1220,0,0,16
1221,0,0,7
1222,0,0,26
1223,0,1225,55
1224,0,0,5
1225,1223,0,48
1226,0,0,4
1227,0,0,3
1228,0,0,4
1229,0,0,3
1230,0,0,3
1231,0,0,3
1232,0,0,3
